date,SPY,EWJ,005930.KS,EZU,TSM
2022-10-03,349.8431701660156,45.4178466796875,,29.95426750183105,65.53378295898438
2022-10-04,360.6836242675781,46.86997222900391,51380.37109375,31.57415580749512,68.90274047851562
2022-10-05,359.8439025878906,46.37680435180664,52125.0078125,31.125709533691406,70.48312377929688
2022-10-06,356.1318054199219,45.95669174194336,52404.25,30.43931579589844,70.36009979248047
2022-10-07,346.1979675292969,45.49091339111328,52311.17578125,29.734617233276367,66.00694274902344
2022-10-10,343.5545349121094,45.30825424194336,52311.17578125,29.624792098999023,63.82091522216797
2022-10-11,341.3788452148437,44.84247589111328,51566.53125,29.24956703186035,60.04502868652344
2022-10-12,340.2528076171875,44.5136947631836,51938.85546875,29.15804672241211,60.66960906982422
2022-10-13,349.232421875,44.90640640258789,51380.37109375,30.01832771301269,63.04492950439453
2022-10-14,341.2738647460937,44.25796508789063,52404.25,29.606491088867188,60.48980331420898
2022-10-17,350.0436096191406,44.70548629760742,52683.4921875,30.668115615844727,61.40775680541992
2022-10-18,354.156494140625,44.55022048950195,52590.4140625,31.098255157470703,60.29107666015625
2022-10-19,351.6467590332031,44.27623748779297,51938.85546875,30.640661239624023,60.2437629699707
2022-10-20,348.6980895996094,44.23970413208008,51659.60546875,30.649812698364254,60.16805648803711
2022-10-21,357.1719970703125,45.01599884033203,52031.92578125,31.26299285888672,60.32892227172852
2022-10-24,361.54248046875,44.723751068115234,53521.21875,31.54670143127441,58.00094223022461
2022-10-25,367.3157958984375,45.74663543701172,53707.38671875,32.33376693725586,57.85899353027344
2022-10-26,364.5483703613281,46.01148986816406,55289.7421875,32.66323471069336,57.57509613037109
2022-10-27,362.6016845703125,45.43610763549805,55382.83203125,32.32461166381836,57.67919158935547
2022-10-28,371.228271484375,45.92015075683594,53335.05859375,32.6998405456543,58.68230819702149
2022-10-31,368.54681396484375,45.65530776977539,55289.7421875,32.22394180297852,58.24698638916016
2022-11-01,366.93402099609375,46.00235366821289,55848.234375,32.498497009277344,58.27538299560547
2022-11-02,357.7253723144531,45.70096206665039,55475.90625,31.738893508911133,57.27226638793945
2022-11-03,354.0419616699219,45.57310485839844,55103.59375,31.4185733795166,57.04513931274414
2022-11-04,359.13775634765625,46.45899200439453,55289.7421875,33.05677032470703,59.12708282470703
2022-11-07,362.5731201171875,46.72384643554688,56034.390625,33.29472351074219,59.392051696777344
2022-11-08,364.52935791015625,47.39968490600586,57523.6796875,33.70655822753906,61.53077697753906
2022-11-09,357.019287109375,46.59599304199219,57709.8359375,33.29472351074219,61.5118522644043
2022-11-10,376.6389770507813,49.19886016845703,56220.55078125,35.25323486328125,67.0384521484375
2022-11-11,380.2842712402344,50.17607879638672,58547.5625,36.15011978149414,69.86801147460938
2022-11-14,377.04931640625,49.49111557006836,57616.75390625,35.80234146118164,68.89327239990234
2022-11-15,380.2651672363281,49.81990051269531,58082.1640625,36.02199935913086,76.14220428466797
2022-11-16,377.36419677734375,49.64636993408203,58361.3984375,36.02199935913086,75.18640899658203
2022-11-17,376.2095031738281,49.55504608154297,57151.35546875,36.0494499206543,77.10748291015625
2022-11-18,377.9176635742188,49.53678131103516,57523.6796875,36.159271240234375,77.85506439208984
2022-11-21,376.5435180664063,49.13492584228516,57151.35546875,35.82065200805664,75.64065551757812
2022-11-22,381.6106567382813,50.18521499633789,56406.71484375,36.28740310668945,78.110595703125
2022-11-23,384.0155334472656,50.76058578491211,56779.02734375,36.58941268920898,77.57118225097656
2022-11-25,383.9295043945313,51.10763549804688,56779.02734375,36.79075241088867,77.0317611694336
2022-11-28,377.80322265625,50.71492004394531,55941.31640625,36.20502853393555,74.96874237060547
2022-11-29,377.1542053222656,50.404396057128906,56406.71484375,36.31486129760742,75.0728530883789
2022-11-30,389.0348815917969,50.96150970458984,57896.0,37.10192108154297,78.5269775390625
2022-12-01,388.7486267089844,51.30855941772461,58268.3203125,37.42223739624024,78.24307250976562
2022-12-02,388.300048828125,51.08024215698242,56220.55078125,37.43139266967773,77.12638854980469
2022-12-05,381.3148498535156,50.01168823242188,56127.47265625,37.001251220703125,77.23995208740234
2022-12-06,375.8182678222656,49.85643005371094,55103.59375,36.77245330810547,75.29048919677734
2022-12-07,375.178955078125,50.00255584716797,54824.34765625,36.86397171020508,74.98767852783203
2022-12-08,378.11810302734375,50.31307601928711,55103.59375,36.97379684448242,76.4639663696289
2022-12-09,375.2934265136719,50.46833038330078,56220.55078125,36.90973663330078,76.35987854003906
2022-12-12,380.7041320800781,50.45920181274414,55382.83203125,37.0836181640625,76.11383819580078
2022-12-13,383.58599853515625,51.18598556518555,55568.9921875,37.67647552490234,76.18952178955078
2022-12-14,381.133544921875,51.14021682739258,56313.62890625,37.64889907836914,75.72582244873047
2022-12-15,371.8103942871094,49.89535140991211,55196.671875,36.536712646484375,73.86143493652344
2022-12-16,367.4207458496094,49.93196487426758,55382.83203125,36.10470962524414,72.6147232055664
2022-12-19,364.3050842285156,49.611595153808594,55382.83203125,36.10470962524414,72.42438507080078
2022-12-20,364.80364990234375,50.31640625,54545.109375,36.18743133544922,71.96756744384766
2022-12-21,370.2584228515625,50.24318313598633,53986.625,36.674591064453125,73.41413116455078
2022-12-22,364.9761657714844,50.09672164916992,55010.50390625,36.31611633300781,71.64397430419922
2022-12-23,367.07568359375,50.13333511352539,54079.7109375,36.35288238525391,71.27281188964844
2022-12-27,365.6280212402344,49.90450286865234,54079.7109375,36.444801330566406,70.73035430908203
2022-12-28,361.08404541015625,49.30952835083008,53012.88671875,36.05875015258789,69.53120422363281
2022-12-29,367.5837097167969,50.22486877441406,51795.28125,36.73893356323242,72.3292007446289
2022-12-30,366.615478515625,49.831275939941406,51795.28125,36.28853988647461,70.89213562011719
2023-01-03,365.0720825195313,50.06926345825195,51888.93359375,36.77569580078125,70.45435333251953
2023-01-04,367.8905029296875,49.57497787475586,54136.83984375,37.75920486450195,72.63375091552734
2023-01-05,363.691650390625,48.906776428222656,54511.48828125,37.41910934448242,72.07225799560547
2023-01-06,372.0318603515625,50.13333511352539,55260.7890625,38.47614288330078,74.2992172241211
2023-01-09,371.8209228515625,50.24318313598633,56853.04296875,38.86219787597656,76.43102264404297
2023-01-10,374.4284057617188,50.12418365478516,56572.0625,39.17470932006836,77.34466552734375
2023-01-11,379.1641845703125,50.52693939208984,56665.71875,39.5975341796875,77.83003234863281
2023-01-12,380.5445556640625,51.74434661865234,56665.71875,40.17659759521485,82.79790496826172
2023-01-13,382.02093505859375,51.96402740478516,56946.7109375,40.369625091552734,82.6075668334961
2023-01-17,381.3211669921875,52.45831298828125,57134.02734375,40.29608917236328,84.6917724609375
2023-01-18,375.30084228515625,52.38508224487305,56572.0625,40.0662956237793,85.14859771728516
2023-01-19,372.5687255859375,52.35762405395508,57602.33984375,39.8181266784668,84.13030242919922
2023-01-20,379.5093383789063,52.95259475708008,57883.3359375,40.21336364746094,86.63325500488281
2023-01-23,384.0628967285156,52.80613708496094,57883.3359375,40.48911666870117,91.03963470458984
2023-01-24,383.6506652832031,53.16312789916992,,40.4983024597168,89.99275207519531
2023-01-25,383.7944030761719,53.80385971069336,59288.2734375,40.70971298217773,87.94660949707031
2023-01-26,388.0124816894531,53.69402313232422,59756.58203125,40.829200744628906,88.93637084960938
2023-01-27,388.9039916992188,53.840476989746094,60505.87890625,40.68213653564453,88.79362487792969
2023-01-30,384.0245056152344,53.52010726928711,59288.2734375,40.37881088256836,88.63182067871094
2023-01-31,389.67095947265625,53.70317459106445,57508.6875,40.755672454833984,88.25115203857422
2023-02-01,393.812255859375,53.88624572753906,57134.02734375,41.35313034057617,90.1640625
2023-02-02,399.54498291015625,53.758094787597656,59475.59375,41.59210586547852,91.98181915283205
2023-02-03,395.2981872558594,53.14481735229492,59475.59375,41.09575653076172,90.08792877197266
2023-02-06,392.8823852539063,52.65968704223633,57696.01171875,40.562644958496094,87.39461517333984
2023-02-07,398.020751953125,53.42857360839844,58070.65234375,40.79243850708008,89.98324584960938
2023-02-08,393.6684875488281,52.84275436401367,59100.9375,40.53506851196289,89.72627258300781
2023-02-09,390.2557067871094,52.89767837524414,59288.2734375,40.69133377075195,92.0198745727539
2023-02-10,391.16644287109375,53.199737548828125,58913.6171875,40.25932312011719,90.7636489868164
2023-02-13,395.75830078125,53.17227935791016,58913.6171875,40.80162811279297,91.46788787841795
2023-02-14,395.576171875,52.90682601928711,59194.6015625,41.02223205566406,93.22853088378906
2023-02-15,396.8608093261719,52.38508224487305,58257.97265625,41.1141471862793,88.27970123291016
2023-02-16,391.3965148925781,52.2111701965332,59662.91015625,40.9854621887207,86.43340301513672
2023-02-17,390.4186706542969,52.1928596496582,58632.625,41.1141471862793,85.74817657470703
2023-02-21,382.5865783691406,51.55212020874024,58164.3125,40.40638732910156,83.40699005126953
2023-02-22,382.059326171875,51.16767883300781,57227.69921875,40.19498825073242,82.6361312866211
2023-02-23,384.0916442871094,51.68027114868164,58070.65234375,40.53506851196289,85.72913360595703
2023-02-24,379.9885864257813,50.91138458251953,57415.0234375,39.65267562866211,83.85430145263672
2023-02-27,381.2828063964844,51.396514892578125,56665.71875,40.32366180419922,83.08341217041016
2023-02-28,379.8735961914063,51.204288482666016,56759.390625,40.05711364746094,82.86451721191406
2023-03-01,378.41644287109375,51.28667068481445,56759.390625,40.32366180419922,84.14933013916016
2023-03-02,381.3594055175781,51.34159469604492,56946.7109375,40.36043548583984,84.7298583984375
2023-03-03,387.4756774902344,52.52238464355469,56665.71875,41.00384521484375,85.4531478881836
2023-03-06,387.7440490722656,52.52238464355469,57602.33984375,41.02223205566406,85.25328063964844
2023-03-07,381.8004455566406,52.05555725097656,56853.04296875,40.268516540527344,84.55854797363281
2023-03-08,382.4235534667969,52.69630432128906,56478.39453125,40.40638732910156,86.44290161132812
2023-03-09,375.367919921875,52.604766845703125,56291.0703125,39.946807861328125,84.58710479736328
2023-03-10,369.95159912109375,51.973175048828125,55729.1015625,39.62510681152344,83.03582763671875
2023-03-13,369.4242858886719,51.4788932800293,56197.4140625,39.20228576660156,83.50215911865234
2023-03-14,375.5308837890625,51.33243942260742,55260.7890625,39.98357391357422,84.97730255126953
2023-03-15,373.1822204589844,50.288944244384766,56010.08984375,38.411808013916016,82.51239776611328
2023-03-16,379.729736328125,51.31413269042969,56103.7421875,39.082794189453125,85.42922973632812
2023-03-17,375.2896728515625,50.99375915527344,57415.0234375,38.46695709228516,85.59185791015625
2023-03-20,378.8982849121094,51.73519134521485,56384.734375,39.21147918701172,86.13716125488281
2023-03-21,383.87347412109375,52.05555725097656,56478.39453125,40.0662956237793,88.49053955078125
2023-03-22,377.3297729492188,51.90910339355469,57227.69921875,39.91004180908203,88.60530853271484
2023-03-23,378.349853515625,52.137943267822266,58351.640625,39.946807861328125,90.4899444580078
2023-03-24,380.8325500488281,52.29355239868164,59007.28515625,39.52399826049805,88.7679443359375
2023-03-27,381.5447082519531,52.52238464355469,58164.3125,39.91923141479492,86.73028564453125
2023-03-28,380.688232421875,52.6230697631836,58913.6171875,39.97438049316406,86.87377166748047
2023-03-29,386.2214660644531,52.8244514465332,58726.296875,40.66375350952149,88.73926544189453
2023-03-30,388.48291015625,53.071590423583984,59537.3984375,41.32555389404297,88.46184539794922
2023-03-31,393.9584655761719,53.72148513793945,60291.02734375,41.43585205078125,88.98796844482422
2023-04-03,395.4596862792969,53.96862411499024,59443.19140625,41.70240783691406,88.81578826904297
2023-04-04,393.26556396484375,53.950321197509766,59914.21484375,41.77593994140625,88.17481231689453
2023-04-05,392.2359313964844,53.14481735229492,60196.82421875,41.490997314453125,86.29021453857422
2023-04-06,393.7659301757813,52.91598510742188,58689.55078125,41.7575569152832,86.32848358154297
2023-04-10,394.1701049804688,52.80613708496094,61892.51171875,41.77593994140625,85.16136169433594
2023-04-11,394.2760314941406,52.98006057739258,62080.9296875,41.87705612182617,85.37183380126953
2023-04-12,392.66888427734375,53.15397262573242,62175.12890625,42.20794677734375,83.10456848144531
2023-04-13,397.8846130371094,53.8953971862793,62269.33203125,42.74106597900391,83.27676391601562
2023-04-14,396.9127197265625,53.49264907836914,61327.28515625,42.66753005981445,83.42024993896484
2023-04-17,398.3369140625,53.64825820922852,61515.6953125,42.345821380615234,84.17601776123047
2023-04-18,398.59674072265625,53.96862411499024,61798.30859375,42.67672348022461,84.31951904296875
2023-04-19,398.5293884277344,53.53841400146485,61704.10546875,42.67672348022461,83.448974609375
2023-04-20,396.3546142578125,53.71233367919922,61515.6953125,42.51127243041992,85.41966247558594
2023-04-21,396.6624755859375,54.0143928527832,61892.51171875,42.82378768920898,81.66958618164062
2023-04-24,397.0763244628906,53.986934661865234,61421.48828125,42.9984245300293,80.97122192382812
2023-04-25,390.773193359375,53.61164093017578,59914.21484375,42.23552703857422,78.72308349609375
2023-04-26,389.1180419921875,53.41941452026367,60385.23828125,42.345821380615234,78.68482208251953
2023-04-27,396.8646545410156,54.28900146484375,60856.265625,42.83298110961914,80.04325103759766
2023-04-28,400.25189208984375,53.85878753662109,61704.10546875,42.75944137573242,80.64595031738281
2023-05-01,399.8477478027344,53.79471206665039,61704.10546875,42.777828216552734,80.33982849121094
2023-05-02,395.3537902832031,53.34619140625,61892.51171875,42.2263298034668,79.36404418945312
2023-05-03,392.6400451660156,53.66656112670898,61609.90234375,42.309059143066406,79.11531066894531
