date,EWG,EWQ,EWN,TSM
2022-10-03,18.890283584594727,25.04874610900879,28.516849517822266,65.53378295898438
2022-10-04,19.88057518005371,26.429170608520508,30.144044876098633,68.90274047851562
2022-10-05,19.544248580932617,26.09092140197754,29.82588005065918,70.48312377929688
2022-10-06,19.114500045776367,25.48755645751953,29.2895450592041,70.36009979248047
2022-10-07,18.6754093170166,25.01218032836914,28.198684692382812,66.00694274902344
2022-10-10,18.712779998779297,24.9116153717041,27.93505859375,63.82091522216797
2022-10-11,18.460535049438477,24.73792266845703,27.28963279724121,60.04502868652344
2022-10-12,18.43250846862793,24.719642639160156,27.198728561401367,60.66960906982422
2022-10-13,19.011735916137695,25.43270492553711,27.816884994506836,63.04492950439453
2022-10-14,18.778175354003906,25.158449172973633,27.14418601989746,60.489803314208984
2022-10-17,19.460166931152344,26.008644104003906,28.053234100341797,61.40775680541992
2022-10-18,19.777809143066406,26.319469451904297,28.50775909423828,60.29107666015625
2022-10-19,19.450828552246094,25.87151527404785,28.307767868041992,60.2437629699707
2022-10-20,19.366744995117188,25.944650650024414,28.453216552734375,60.16805648803711
2022-10-21,19.796493530273438,26.346893310546875,29.23499870300293,60.32892227172851
2022-10-24,20.02071189880371,26.612009048461914,29.26226806640625,58.00094223022461
2022-10-25,20.450458526611328,27.3250732421875,30.134958267211914,57.85899353027344
2022-10-26,20.721389770507812,27.590187072753906,30.162227630615234,57.575096130371094
2022-10-27,20.51585578918457,27.187946319580078,29.86223793029785,57.67919158935547
2022-10-28,20.70270538330078,27.59933090209961,30.162227630615234,58.68230819702149
2022-10-31,20.385066986083984,27.142236709594727,29.771337509155273,58.24698638916016
2022-11-01,20.534542083740234,27.434776306152344,29.971328735351562,58.27538299560547
2022-11-02,20.076765060424805,26.803985595703125,28.98955535888672,57.27226638793945
2022-11-03,19.759124755859375,26.602867126464844,28.725929260253906,57.04513931274414
2022-11-04,20.84284019470215,28.083850860595703,30.28949546813965,59.12708282470703
2022-11-07,21.039031982421875,28.156984329223633,30.689476013183594,59.392051696777344
2022-11-08,21.347328186035156,28.348962783813477,31.262174606323242,61.53077697753906
2022-11-09,21.085744857788086,28.047283172607422,30.753110885620117,61.5118522644043
2022-11-10,22.533811569213867,29.45513343811035,33.2802619934082,67.0384521484375
2022-11-11,23.197118759155273,30.085922241210938,34.31657791137695,69.86801147460938
2022-11-14,23.028955459594727,29.72939109802246,34.09840393066406,68.89327239990234
2022-11-15,23.12238121032715,29.866514205932617,34.507476806640625,76.14220428466797
2022-11-16,23.131723403930664,30.021930694580078,34.207489013671875,75.18640899658203
2022-11-17,23.215803146362305,29.976221084594727,34.38930892944336,77.10748291015625
2022-11-18,23.290544509887695,30.03106689453125,34.41657257080078,77.85506439208984
2022-11-21,23.04764175415039,29.81166648864746,34.062049865722656,75.64065551757812
2022-11-22,23.253175735473633,30.113344192504883,34.51656723022461,78.110595703125
2022-11-23,23.421335220336914,30.38760757446289,34.93473434448242,77.57118225097656
2022-11-25,23.598844528198242,30.561302185058594,35.05290985107422,77.0317611694336
2022-11-28,23.187776565551758,30.067638397216797,34.52566146850586,74.96874237060547
2022-11-29,23.2718563079834,30.23219108581543,34.48020553588867,75.0728530883789
2022-11-30,23.72028923034668,30.881263732910156,35.43470764160156,78.5269775390625
2022-12-01,23.897796630859375,31.064096450805664,35.843780517578125,78.24307250976562
2022-12-02,24.047277450561523,31.155521392822266,35.81651306152344,77.12638854980469
2022-12-05,23.72028923034668,30.762420654296875,35.41653060913086,77.23995208740234
2022-12-06,23.430679321289062,30.753280639648438,34.99836730957031,75.29048919677734
2022-12-07,23.514759063720703,30.753280639648438,35.116539001464844,74.98767852783203
2022-12-08,23.589500427246094,30.826419830322266,35.41653060913086,76.4639663696289
2022-12-09,23.598844528198242,30.753280639648438,35.36198425292969,76.35987854003906
2022-12-12,23.626869201660156,30.917835235595703,35.625614166259766,76.11383819580078
2022-12-13,24.018455505371094,31.305946350097656,36.3181266784668,76.18952178955078
2022-12-14,23.99976348876953,31.324291229248047,36.098567962646484,75.72582244873047
2022-12-15,23.233417510986328,30.461822509765625,34.93675231933594,73.86143493652344
2022-12-16,22.990428924560547,30.113162994384766,34.50679397583008,72.6147232055664
2022-12-19,22.990428924560547,30.08563804626465,34.25979232788086,72.42438507080078
2022-12-20,23.037155151367188,30.103988647460938,34.287235260009766,71.96756744384766
2022-12-21,23.28948974609375,30.56275177001953,34.84526824951172,73.41413116455078
2022-12-22,23.04650115966797,30.406774520874023,34.35127258300781,71.64397430419922
2022-12-23,23.111921310424805,30.370067596435547,34.35127258300781,71.27281188964844
2022-12-27,23.18668556213379,30.56275177001953,34.25064468383789,70.73035430908203
2022-12-28,22.981081008911133,30.19573974609375,33.8389778137207,69.53120422363281
2022-12-29,23.410980224609375,30.737083435058594,34.579978942871094,72.3292007446289
2022-12-30,23.111921310424805,30.3884220123291,34.06768035888672,70.89213562011719
2023-01-03,23.504440307617188,30.68202781677246,34.73549270629883,70.45435333251953
2023-01-04,24.177330017089844,31.51697540283203,35.66860580444336,72.63375091552734
2023-01-05,24.02779769897461,31.177490234375,35.21120071411133,72.07225799560547
2023-01-06,24.635271072387695,32.0674934387207,36.36386489868164,74.2992172241211
2023-01-09,24.96236801147461,32.25099563598633,36.97678756713867,76.43102264404297
2023-01-10,25.214704513549805,32.462032318115234,37.27867889404297,77.34466552734375
2023-01-11,25.52311134338379,32.764808654785156,37.690345764160156,77.83003234863281
2023-01-12,25.953014373779297,33.26027297973633,38.092864990234375,82.79790496826172
2023-01-13,25.971708297729492,33.45295333862305,38.37645721435547,82.6075668334961
2023-01-17,25.99039649963379,33.489654541015625,38.30327224731445,84.6917724609375
2023-01-18,25.887596130371094,33.388729095458984,38.047122955322266,85.14859771728516
2023-01-19,25.710025787353516,33.15934371948242,37.51652908325195,84.13030242919922
2023-01-20,25.953014373779297,33.4804801940918,38.23008728027344,86.63325500488281
2023-01-23,26.046470642089844,33.618106842041016,38.77897262573242,91.03963470458984
2023-01-24,26.00908851623535,33.70068359375,38.62345504760742,89.99275207519531
2023-01-25,26.177309036254883,33.8658447265625,38.806419372558594,87.94660949707031
2023-01-26,26.177309036254883,33.9300651550293,39.062564849853516,88.93637084960938
2023-01-27,26.158620834350586,33.810787200927734,38.8247184753418,88.79362487792969
2023-01-30,26.027782440185547,33.618106842041016,38.2117919921875,88.63182067871094
2023-01-31,26.205347061157227,33.911712646484375,38.605159759521484,88.25115203857422
2023-02-01,26.653942108154297,34.278724670410156,39.50167465209961,90.1640625
2023-02-02,26.981042861938477,34.3154296875,39.80356216430664,91.98181915283205
2023-02-03,26.560483932495117,34.08604431152344,39.17234802246094,90.08792877197266
2023-02-06,26.24273109436035,33.58140182495117,38.449642181396484,87.39461517333984
2023-02-07,26.289457321166992,33.7557373046875,38.8155632019043,89.98324584960938
2023-02-08,26.280115127563477,33.489654541015625,38.3856086730957,89.72627258300781
2023-02-09,26.289457321166992,33.65481185913086,38.522823333740234,92.0198745727539
2023-02-10,25.953014373779297,33.40707778930664,38.047122955322266,90.7636489868164
2023-02-13,26.19600486755371,33.90254211425781,38.63260269165039,91.46788787841795
2023-02-14,26.289457321166992,34.12274169921875,38.8247184753418,93.22853088378906
2023-02-15,26.32684326171875,34.25120162963867,38.9802360534668,88.27970123291016
2023-02-16,26.214693069458008,34.278724670410156,38.66919708251953,86.43340301513672
2023-02-17,26.308151245117188,34.45305252075195,38.64175796508789,85.74817657470703
2023-02-21,25.8689022064209,33.893367767333984,37.68119812011719,83.40699005126953
2023-02-22,25.747407913208008,33.77408981323242,37.589717864990234,82.6361312866211
2023-02-23,25.971708297729492,34.040164947509766,37.891605377197266,85.72913360595703
2023-02-24,25.27077865600586,33.26027297973633,37.00423812866211,83.85430145263672
2023-02-27,25.681989669799805,33.81996536254883,37.68119812011719,83.08341217041016
2023-02-28,25.50442123413086,33.507999420166016,37.32441329956055,82.86451721191406
2023-03-01,25.691335678100586,33.72821044921875,37.543975830078125,84.14933013916016
2023-03-02,25.59787940979004,33.78326416015625,37.690345764160156,84.7298583984375
2023-03-03,26.111892700195312,34.232852935791016,38.22093200683594,85.4531478881836
2023-03-06,26.252077102661133,34.26954650878906,37.937347412109375,85.25328063964844
2023-03-07,25.756755828857422,33.70068359375,37.086570739746094,84.55854797363281
2023-03-08,25.924976348876953,33.682334899902344,37.27867889404297,86.44290161132812
2023-03-09,25.728717803955078,33.352020263671875,36.78468322753906,84.58710479736328
2023-03-10,25.513765335083008,33.13182067871094,36.38216018676758,83.03582763671875
2023-03-13,25.186668395996094,32.75563430786133,36.3181266784668,83.50215911865234
2023-03-14,25.644607543945312,33.45295333862305,36.9401969909668,84.97730255126953
2023-03-15,24.728727340698242,32.20511245727539,35.76008605957031,82.51239776611328
2023-03-16,25.046480178833008,32.81068420410156,36.60171127319336,85.42922973632812
2023-03-17,24.710037231445312,32.25099563598633,36.135162353515625,85.59185791015625
2023-03-20,25.121246337890625,32.92079162597656,36.68404769897461,86.13716125488281
2023-03-21,25.681989669799805,33.57223129272461,37.25123596191406,88.49053955078125
2023-03-22,25.635257720947266,33.462127685546875,37.1323127746582,88.60530853271484
2023-03-23,25.635257720947266,33.443782806396484,37.52567672729492,90.4899444580078
2023-03-24,25.336198806762695,33.12263870239258,37.03167724609375,88.7679443359375
2023-03-27,25.67264175415039,33.49882507324219,37.06827163696289,86.73028564453125
2023-03-28,25.700679779052734,33.489654541015625,36.995086669921875,86.87377166748047
2023-03-29,26.055816650390625,34.076866149902344,37.900753021240234,88.73926544189453
2023-03-30,26.523099899291992,34.56315612792969,38.559417724609375,88.46184539794922
2023-03-31,26.59786605834961,34.68243408203125,38.605159759521484,88.98796844482422
2023-04-03,26.663288116455078,35.086151123046875,38.788124084472656,88.81578826904297
2023-04-04,26.78478240966797,35.0953254699707,38.8155632019043,88.17481231689453
2023-04-05,26.513757705688477,34.90264129638672,38.31241989135742,86.29021453857422
2023-04-06,26.71001625061035,35.04026794433594,38.440494537353516,86.32848358154297
2023-04-10,26.7193603515625,35.04026794433594,38.43134689331055,85.16136169433594
2023-04-11,26.775436401367188,35.214599609375,38.63260269165039,85.37183380126953
2023-04-12,26.93431282043457,35.64583206176758,38.48623275756836,83.10456848144531
2023-04-13,27.261411666870117,36.196353912353516,38.952789306640625,83.27676391601562
2023-04-14,27.233373641967773,36.07707214355469,38.88875198364258,83.42024993896484
2023-04-17,27.083845138549805,35.847694396972656,38.477088928222656,84.17601776123047
2023-04-18,27.28944969177246,36.141300201416016,38.8247184753418,84.31951904296875
2023-04-19,27.280105590820312,36.141300201416016,38.62345504760742,83.448974609375
2023-04-20,27.093191146850586,36.095420837402344,38.54112243652344,85.41966247558594
2023-04-21,27.345523834228516,36.43490982055664,38.596012115478516,81.66958618164062
2023-04-24,27.438983917236328,36.645938873291016,38.77897262573242,80.97122192382812
2023-04-25,27.093191146850586,36.05872344970703,37.67205047607422,78.72308349609375
2023-04-26,27.17730140686035,36.0036735534668,38.001380920410156,78.68482208251953
2023-04-27,27.37356185913086,36.46243667602539,38.61430740356445,80.04325103759766
2023-04-28,27.48571014404297,36.30645751953125,38.71493148803711,80.64595031738281
2023-05-01,27.5044002532959,36.31563186645508,38.6600456237793,80.33982849121094
2023-05-02,27.13991928100586,35.87521743774414,38.294124603271484,79.36404418945312
2023-05-03,27.28944969177246,35.95779800415039,38.28497314453125,79.11531066894531
2023-05-04,27.17730140686035,35.6641845703125,38.019676208496094,79.87108612060547
2023-05-05,27.569822311401367,36.150474548339844,38.66919708251953,81.28691864013672
2023-05-08,27.5044002532959,36.122947692871094,38.70579147338867,81.83220672607422
2023-05-09,27.326833724975586,35.78346633911133,38.13859939575195,81.37300872802734
2023-05-10,27.298795700073242,35.74676513671875,38.358158111572266,81.2199478149414
2023-05-11,27.06515121459961,35.71923828125,38.3856086730957,79.81366729736328
2023-05-12,26.96234893798828,35.52655792236328,38.175193786621094,79.81366729736328
2023-05-15,27.083845138549805,35.755943298339844,38.724090576171875,81.94701385498047
2023-05-16,26.89693260192871,35.48986053466797,38.513675689697266,82.157470703125
2023-05-17,27.06515121459961,35.64583206176758,38.89789581298828,86.94074249267578
2023-05-18,27.17730140686035,35.55408477783203,39.09001541137695,88.63402557373047
2023-05-19,27.40159797668457,35.83852005004883,39.199790954589844,88.56704711914062
2023-05-22,27.298795700073242,35.801815032958984,39.391902923583984,87.74433898925781
2023-05-23,26.94365882873535,35.021915435791016,38.8155632019043,86.51980590820312
2023-05-24,26.504411697387695,34.5448112487793,38.13859939575195,86.22325134277344
2023-05-25,26.43899154663086,34.48058319091797,38.55027389526367,96.5742416381836
2023-05-26,26.71001625061035,34.8292350769043,39.346160888671875,98.73629760742188
2023-05-30,26.5698299407959,34.45305252075195,38.73323440551758,97.55960083007812
2023-05-31,26.149272918701172,33.94841384887695,38.30327224731445,94.31653594970705
2023-06-01,26.5698299407959,34.260372161865234,38.760677337646484,94.55571746826172
2023-06-02,26.738054275512695,34.68243408203125,39.04426956176758,94.65138244628906
2023-06-05,26.560483932495117,34.287899017333984,38.87045669555664,93.79995727539062
2023-06-06,26.644596099853516,34.46223068237305,38.8247184753418,95.49324035644533
2023-06-07,26.528419494628906,34.290592193603516,38.6471061706543,95.94286346435548
2023-06-08,26.864465713500977,34.75016784667969,39.007869720458984,95.60803985595705
2023-06-09,26.653236389160156,34.58134841918945,38.79511260986328,98.34405517578124
2023-06-12,27.018085479736328,34.890865325927734,39.17436981201172,102.41941833496094
2023-06-13,27.25811767578125,35.12534713745117,39.618377685546875,102.17069244384766
2023-06-14,27.421342849731445,35.284793853759766,39.8126335144043,102.7542495727539
2023-06-15,27.77659034729004,35.65058517456055,40.28438949584961,101.04234313964844
2023-06-16,27.757387161254883,35.913204193115234,39.84038162231445,100.45633697509766
2023-06-20,27.31572914123535,35.50051498413086,39.3223762512207,99.88955688476562
2023-06-21,27.25811767578125,35.47237777709961,39.06336975097656,97.6416015625
2023-06-22,27.219715118408203,35.228515625,39.276123046875,99.07299041748048
2023-06-23,26.81645965576172,34.7783203125,38.61011505126953,97.90099334716795
2023-06-26,26.787656784057617,34.90961837768555,38.702613830566406,96.17179107666016
2023-06-27,27.075695037841797,35.47237777709961,39.59062576293945,98.06430053710938
2023-06-28,27.085294723510742,35.584922790527344,39.627628326416016,96.9499282836914
2023-06-29,26.950878143310547,35.60368728637695,39.599876403808594,96.68096160888672
2023-06-30,27.430944442749023,36.138301849365234,40.03463363647461,96.9499282836914
2023-07-03,27.296525955200195,36.02574920654297,40.117881774902344,99.09219360351562
2023-07-05,26.84526252746582,35.43486022949219,39.636878967285156,97.01716613769533
2023-07-06,26.297988891601562,34.5532112121582,38.9893684387207,95.49932861328124
2023-07-07,26.576425552368164,34.87210464477539,39.23912048339844,96.28707122802734
2023-07-10,26.778053283691406,35.181617736816406,39.59062576293945,95.84516143798828
2023-07-11,27.06609535217285,35.65058517456055,39.80337905883789,97.2765655517578
2023-07-12,27.718984603881836,36.58850860595703,40.79314422607422,99.81270599365234
2023-07-13,28.19904899597168,37.11375045776367,41.745914459228516,101.41699981689452
2023-07-14,28.045425415039062,36.97305679321289,41.727413177490234,101.00392150878906
2023-07-17,28.103036880493164,36.766719818115234,41.77366256713867,100.66768646240234
2023-07-18,28.170244216918945,36.83237075805664,41.86615753173828,99.09219360351562
2023-07-19,28.05502700805664,36.766719818115234,41.44065475463867,99.0057373046875
2023-07-20,27.872604370117188,36.7573356628418,40.58964538574219,94.01029205322266
2023-07-21,27.9398136138916,36.98244094848633,40.82089614868164,93.42430114746094
2023-07-24,27.786191940307617,36.7573356628418,40.58039093017578,94.38497161865234
2023-07-25,27.834199905395508,36.37278366088867,40.66364288330078,96.37354278564452
2023-07-26,27.805395126342773,36.32589340209961,40.719146728515625,95.49932861328124
2023-07-27,27.882205963134766,36.34464645385742,40.9411506652832,95.44168853759766
2023-07-28,28.247055053710938,36.7573356628418,41.63490676879883,96.89228057861328
