date,EWG,EWQ,EWN
2022-10-03,18.890283584594727,25.04874610900879,28.516849517822266
2022-10-04,19.88057518005371,26.429170608520508,30.144044876098633
2022-10-05,19.544248580932617,26.09092140197754,29.82588005065918
2022-10-06,19.114500045776367,25.48755645751953,29.2895450592041
2022-10-07,18.6754093170166,25.01218032836914,28.198684692382812
2022-10-10,18.712779998779297,24.9116153717041,27.93505859375
2022-10-11,18.460535049438477,24.73792266845703,27.28963279724121
2022-10-12,18.43250846862793,24.719642639160156,27.198728561401367
2022-10-13,19.011735916137695,25.43270492553711,27.816884994506836
2022-10-14,18.778175354003906,25.158449172973633,27.14418601989746
2022-10-17,19.460166931152344,26.008644104003906,28.053234100341797
2022-10-18,19.777809143066406,26.319469451904297,28.50775909423828
2022-10-19,19.450828552246094,25.87151527404785,28.307767868041992
2022-10-20,19.366744995117188,25.944650650024414,28.453216552734375
2022-10-21,19.796493530273438,26.346893310546875,29.23499870300293
2022-10-24,20.02071189880371,26.612009048461914,29.26226806640625
2022-10-25,20.450458526611328,27.3250732421875,30.134958267211914
2022-10-26,20.721389770507812,27.590187072753906,30.162227630615234
2022-10-27,20.51585578918457,27.187946319580078,29.86223793029785
2022-10-28,20.70270538330078,27.59933090209961,30.162227630615234
2022-10-31,20.385066986083984,27.142236709594727,29.771337509155273
2022-11-01,20.534542083740234,27.434776306152344,29.971328735351562
2022-11-02,20.076765060424805,26.803985595703125,28.98955535888672
2022-11-03,19.759124755859375,26.602867126464844,28.725929260253906
2022-11-04,20.84284019470215,28.083850860595703,30.28949546813965
2022-11-07,21.039031982421875,28.156984329223633,30.689476013183594
2022-11-08,21.347328186035156,28.348962783813477,31.262174606323242
2022-11-09,21.085744857788086,28.047283172607422,30.753110885620117
2022-11-10,22.533811569213867,29.45513343811035,33.2802619934082
2022-11-11,23.197118759155273,30.085922241210938,34.31657791137695
2022-11-14,23.028955459594727,29.72939109802246,34.09840393066406
2022-11-15,23.12238121032715,29.866514205932617,34.507476806640625
2022-11-16,23.131723403930664,30.021930694580078,34.207489013671875
2022-11-17,23.215803146362305,29.976221084594727,34.38930892944336
2022-11-18,23.290544509887695,30.03106689453125,34.41657257080078
2022-11-21,23.04764175415039,29.81166648864746,34.062049865722656
2022-11-22,23.253175735473633,30.113344192504883,34.51656723022461
2022-11-23,23.421335220336914,30.38760757446289,34.93473434448242
2022-11-25,23.598844528198242,30.561302185058594,35.05290985107422
2022-11-28,23.187776565551758,30.067638397216797,34.52566146850586
2022-11-29,23.2718563079834,30.23219108581543,34.48020553588867
2022-11-30,23.72028923034668,30.881263732910156,35.43470764160156
2022-12-01,23.897796630859375,31.064096450805664,35.843780517578125
2022-12-02,24.047277450561523,31.155521392822266,35.81651306152344
2022-12-05,23.72028923034668,30.762420654296875,35.41653060913086
2022-12-06,23.430679321289062,30.753280639648438,34.99836730957031
2022-12-07,23.514759063720703,30.753280639648438,35.116539001464844
2022-12-08,23.589500427246094,30.826419830322266,35.41653060913086
2022-12-09,23.598844528198242,30.753280639648438,35.36198425292969
2022-12-12,23.626869201660156,30.917835235595703,35.625614166259766
2022-12-13,24.018455505371094,31.305946350097656,36.3181266784668
2022-12-14,23.99976348876953,31.324291229248047,36.098567962646484
2022-12-15,23.233417510986328,30.461822509765625,34.93675231933594
2022-12-16,22.990428924560547,30.113162994384766,34.50679397583008
2022-12-19,22.990428924560547,30.08563804626465,34.25979232788086
2022-12-20,23.037155151367188,30.103988647460938,34.287235260009766
2022-12-21,23.28948974609375,30.56275177001953,34.84526824951172
2022-12-22,23.04650115966797,30.406774520874023,34.35127258300781
2022-12-23,23.111921310424805,30.370067596435547,34.35127258300781
2022-12-27,23.18668556213379,30.56275177001953,34.25064468383789
2022-12-28,22.981081008911133,30.19573974609375,33.8389778137207
2022-12-29,23.410980224609375,30.737083435058594,34.579978942871094
2022-12-30,23.111921310424805,30.3884220123291,34.06768035888672
2023-01-03,23.504440307617188,30.68202781677246,34.73549270629883
2023-01-04,24.177330017089844,31.51697540283203,35.66860580444336
2023-01-05,24.02779769897461,31.177490234375,35.21120071411133
2023-01-06,24.635271072387695,32.0674934387207,36.36386489868164
2023-01-09,24.96236801147461,32.25099563598633,36.97678756713867
2023-01-10,25.214704513549805,32.462032318115234,37.27867889404297
2023-01-11,25.52311134338379,32.764808654785156,37.690345764160156
2023-01-12,25.953014373779297,33.26027297973633,38.092864990234375
2023-01-13,25.971708297729492,33.45295333862305,38.37645721435547
2023-01-17,25.99039649963379,33.489654541015625,38.30327224731445
2023-01-18,25.887596130371094,33.388729095458984,38.047122955322266
2023-01-19,25.710025787353516,33.15934371948242,37.51652908325195
2023-01-20,25.953014373779297,33.4804801940918,38.23008728027344
2023-01-23,26.046470642089844,33.618106842041016,38.77897262573242
2023-01-24,26.00908851623535,33.70068359375,38.62345504760742
2023-01-25,26.177309036254883,33.8658447265625,38.806419372558594
2023-01-26,26.177309036254883,33.9300651550293,39.062564849853516
2023-01-27,26.158620834350586,33.810787200927734,38.8247184753418
2023-01-30,26.027782440185547,33.618106842041016,38.2117919921875
2023-01-31,26.205347061157227,33.911712646484375,38.605159759521484
2023-02-01,26.653942108154297,34.278724670410156,39.50167465209961
2023-02-02,26.981042861938477,34.3154296875,39.80356216430664
2023-02-03,26.560483932495117,34.08604431152344,39.17234802246094
2023-02-06,26.24273109436035,33.58140182495117,38.449642181396484
2023-02-07,26.289457321166992,33.7557373046875,38.8155632019043
2023-02-08,26.280115127563477,33.489654541015625,38.3856086730957
2023-02-09,26.289457321166992,33.65481185913086,38.522823333740234
2023-02-10,25.953014373779297,33.40707778930664,38.047122955322266
2023-02-13,26.19600486755371,33.90254211425781,38.63260269165039
2023-02-14,26.289457321166992,34.12274169921875,38.8247184753418
2023-02-15,26.32684326171875,34.25120162963867,38.9802360534668
2023-02-16,26.214693069458008,34.278724670410156,38.66919708251953
2023-02-17,26.308151245117188,34.45305252075195,38.64175796508789
2023-02-21,25.8689022064209,33.893367767333984,37.68119812011719
2023-02-22,25.747407913208008,33.77408981323242,37.589717864990234
2023-02-23,25.971708297729492,34.040164947509766,37.891605377197266
2023-02-24,25.27077865600586,33.26027297973633,37.00423812866211
2023-02-27,25.681989669799805,33.81996536254883,37.68119812011719
2023-02-28,25.50442123413086,33.507999420166016,37.32441329956055
2023-03-01,25.691335678100586,33.72821044921875,37.543975830078125
2023-03-02,25.59787940979004,33.78326416015625,37.690345764160156
2023-03-03,26.111892700195312,34.232852935791016,38.22093200683594
2023-03-06,26.252077102661133,34.26954650878906,37.937347412109375
2023-03-07,25.756755828857422,33.70068359375,37.086570739746094
2023-03-08,25.924976348876953,33.682334899902344,37.27867889404297
2023-03-09,25.728717803955078,33.352020263671875,36.78468322753906
2023-03-10,25.513765335083008,33.13182067871094,36.38216018676758
2023-03-13,25.186668395996094,32.75563430786133,36.3181266784668
2023-03-14,25.644607543945312,33.45295333862305,36.9401969909668
2023-03-15,24.728727340698242,32.20511245727539,35.76008605957031
2023-03-16,25.046480178833008,32.81068420410156,36.60171127319336
2023-03-17,24.710037231445312,32.25099563598633,36.135162353515625
2023-03-20,25.121246337890625,32.92079162597656,36.68404769897461
2023-03-21,25.681989669799805,33.57223129272461,37.25123596191406
2023-03-22,25.635257720947266,33.462127685546875,37.1323127746582
2023-03-23,25.635257720947266,33.443782806396484,37.52567672729492
2023-03-24,25.336198806762695,33.12263870239258,37.03167724609375
2023-03-27,25.67264175415039,33.49882507324219,37.06827163696289
2023-03-28,25.700679779052734,33.489654541015625,36.995086669921875
